Comment,Comment ID,Replies Count,Like Count,Updated At
I feel this is gonna be Jisoo’s time to shine this will be her era,UgyrAqAO9uXqeJy_8LV4AaABAg,22,527,2020-06-26T07:56:12Z
"BRRRUUUUHHHH STOP WITH
""NO ONE LITERALLY NO ONE"" ITS PRETTY ANNOYING REEEEEEEEEE I CAN'T EVEN SEE THE OTHER COMMENTS QwQ",Ugyi8CDdAbUxDQGah0d4AaABAg,25,526,2020-06-26T11:46:51Z
"Jennie and lisa: look at you now look at me

Me in the toilet: 👁👄👁",UgwTrq8fDXoYsMXYLUh4AaABAg,19,525,2020-06-26T11:48:45Z
"came in the comment section to see how much these queens are being appreciated, instead im seeing nothing but the same thirst-for-likes comments. stop",Ugwi_sB93mKmR8mx9L94AaABAg,12,521,2020-06-26T11:49:03Z
Was hoping for jisoo to say “bp is the revolution”/“bp in your area” but still loved the mv and stayed up for the comback!,UgxBbmj_Bl_c223KWDZ4AaABAg,12,519,2020-06-29T05:41:14Z
"Everyone be like: Waiting for Jennie's rap and Jisoo saying ""blackpink in your area""

Lisa:Imma do it.",UgxFKuqrzeHZSc8K5vt4AaABAg,14,518,2020-06-26T09:27:02Z
"Blackpink: How you like that?
Blinks: We love it.",UgzVK1TfRr4v41H4sM94AaABAg,11,515,2020-06-26T09:04:33Z
you’ll never know how i got this many likes,UgzIDBOFodCcod1hAIt4AaABAg,5,512,2020-06-26T10:30:29Z
I don't have blink friends so i'm going crazy alone,UgwMyCJpg36h5orKkax4AaABAg,23,511,2020-06-26T19:53:54Z
"Jisoo is my bias 
Pero nagmumukha siyang Prycegas tank diyan dahil sa head dress niya. HAHA

Ps. No hate, I love Jisoo and the others too. <3",Ugw0o2E0vw3DQTx5OQB4AaABAg,10,507,2020-06-26T16:46:47Z
lisa’s hot,UgxErmeoPOH3JgdDegh4AaABAg,19,506,2020-06-26T11:46:46Z
Jisoo didn’t say “blackpink in your area”,UgxTbLdibE3LP1_LIc54AaABAg,29,503,2020-06-26T09:03:11Z
"What I saw

99.99%: ""NO ONE""comments (it's annoying) 

0.01%: other (normal ppl comments)",Ugw2WliQ_pHZbDfBBjd4AaABAg,27,493,2020-06-27T14:06:33Z
if jisoo doesn’t say “blackpink in your area” i will be disappointed. (it’s a joke xD),UgzgVS2DS1GHJ1vSQzN4AaABAg,32,491,2020-06-26T08:08:42Z
2:41 imagine them performing this at an award show,UgxEL5JuhibGaiXGDch4AaABAg,8,487,2020-06-26T11:47:30Z
"The number of likes is your bias:
1. Lisa
2. Jennie
3. Rośe
4. Jisoo


5. BLACKPINK!!!",UgzvYeg60M1TrJ3tF_t4AaABAg,47,481,2020-06-26T07:58:29Z
"Blackpink: Look up in the sky! Its a bird! Its a plane!









Me: I think so too! Wait where's m- *ITS MY WIG AAH*",UgxozGiVMakzi92h-CV4AaABAg,17,479,2020-06-26T11:47:15Z
This song is a whole mood,Ugzh48MG1Kwkv8cRGCR4AaABAg,3,475,2020-06-26T19:55:20Z
Y'all destroyed the comments. Can we just appreciate this,UgwM115KY1yyCRa-Oqx4AaABAg,8,467,2020-06-26T11:47:09Z
Why does everyone comment like that ? I don't understand,UgwhutrKvy47gagl2GF4AaABAg,15,463,2020-06-26T11:46:35Z
Rose's hair fits her so well * - *,UgzlMhRMbXsygSKt4Gh4AaABAg,7,461,2020-06-26T11:46:49Z
Dislikes are probably from fans who are jealous of their success,UgxRFve6npaa8eMi1Ux4AaABAg,34,460,2020-06-26T11:46:56Z
"Blackpink never disappoints us ! 
Rose slaying that purple hair of hers 
Jennie probably gonna start a new trend with that new stylw 
Lisa dominating our heart with her piercing and swags 
Jisoo killing us with her visuals and stares
-Love from MYANMAR !",Ugz18jeyu9873t6-J454AaABAg,15,459,2020-06-27T21:08:01Z
"Antis and blonks: hates Jennie in every way 
Jennie: Look at you now look at me ;)",UgzPMW7LofKv8HnT6t14AaABAg,10,457,2020-06-26T09:38:16Z
"Excuse me but from what I'm seeing in the comments is just 'Literally No One' Comments, Can Y'all Stop?",UgwZDNeoCiEGGydNLjJ4AaABAg,36,455,2020-06-26T12:24:11Z
I personally don't like k-pop music but this fire -,UgztaAFc6aNTz-SSiL14AaABAg,19,451,2020-07-01T23:00:06Z
"How many international BLINKS here to support our Queens?
 |
 |
 |
 v",UgyfHM6qB4upd9M8-hJ4AaABAg,10,449,2020-06-26T08:20:17Z
When is YouTube going to unfreeze views like c'mon it's not fair,UgxIbVuWY-y_YkPX1fh4AaABAg,17,447,2020-06-26T11:46:57Z
"5% talks about the mv
95% comments ""no one...literally no one blah blah""",UgxiUiYjfSothx8GNx94AaABAg,10,444,2020-06-26T11:45:32Z
"Staff: so, how many outfits for this mv?

Blackpink: YES.",UgxNsQn4--dsGerIr3N4AaABAg,1,444,2020-06-26T09:35:08Z
"Everyone:expecting jisoo to say black pink in your area
Lisa:how You like that",UgwJJSSRb0kl-usawIJ4AaABAg,13,444,2020-06-26T15:38:12Z
"DON’T CARE ABOUT THE COMMENTS!!! US REAL BLINKS LOVED THE COMEBACK, IT’S PERFECT AND YOUR VISUALS ARE AMAZING!!!! Wow 300 likes thank you blinks :)",Ugxhh7nA2WPIvSBSFVF4AaABAg,14,441,2020-06-27T20:06:43Z
"I CAN'T BELIEVE AFTER A YEAR WE CAN NOW LISTEN AGAIN TO THEIR ICONIC LINE ""BLACKPINK IN YOUR AREA""",Ugz52fWJfnryRpgMvzB4AaABAg,6,441,2020-06-26T19:44:49Z
"Kim jisoo
Kim jennie
Park chaeyoung
Lalisa 
Blackpinkeu saranghae:*",UgztZzqhu0JU0Rg52dJ4AaABAg,3,441,2020-06-26T11:47:15Z
"no one:
haters: **disliking this video even though they havent even seen it**",UgywrzqoArigZuaZlrR4AaABAg,34,439,2020-06-26T08:23:44Z
"Blink: a romper los records 
Ermy : hAy qUe dArLe dIsLaIK -v-",Ugza_PLktA6u06WFuL14AaABAg,139,438,2020-06-26T19:55:35Z
"Haters: they will never outdo themselves

*49 million views in 10 hours*

Haters: ummm ok",UgzQbdJIUiuEqL4B5SF4AaABAg,26,437,2020-06-26T19:57:00Z
"if we don’t get that “blackpink in ur area” from jisoo i will literally throw hands istg

edit: okay so people are saying it’s lisa not jisoo. i was just hoping jisoo would",UgwM-57axVT3NcFBX8p4AaABAg,22,433,2020-06-26T09:01:19Z
"Blinks: we want jisoo to say ""blackpink in your area""
Yg: Big NO",UgxEFOJobB1maVW9YBh4AaABAg,18,432,2020-06-26T09:10:44Z
"Blinks: Let Jisoo say the ""Black pink in your area""

YG: No",UgzQW_8QQjTdSU6U29p4AaABAg,8,424,2020-06-26T10:32:44Z
"""Проходит 5 дней с даты выхода песни""
Я: Почему я узнал об этом шедевре только 1 июля?!?",UgyB8o3snSNF6CCWAyp4AaABAg,4,418,2020-07-01T11:32:39Z
"BP: how you like that
Haters: *Mr Stark I don’t feel so good*",Ugwe3GCky1jHQxv53vh4AaABAg,4,417,2020-06-26T19:54:56Z
If u love BLACKPINK so like if u love the song so comment,Ugz-uuA8jQkcUanq9tN4AaABAg,15,417,2020-07-01T11:20:12Z
"I love ""How you like that""! It's such a great bop and the girls looks so beautiful!!  These girls have improve a lot, I see!! . I mean.. I'm not really much of a BLINK but the moment I hear the song I was blown away. Nice job, girls






Edit: Most likes I've gotten. Not much but thanks a lot 😊 Hope you have fun during quarantine and stay safe guys! 💕💕",UgxECAu5AmkR1FAL19R4AaABAg,4,409,2020-06-27T14:53:35Z
Me da tristeza esa gente que le tienen envidia a la grandeza de BLACKPINK,UgzVUBYHp3RJ_a2HFdt4AaABAg,119,408,2020-06-26T19:53:49Z
Y’all i can’t stop watching the mv,Ugy-9ZWLMGhnKCYoFiV4AaABAg,8,406,2020-06-26T11:44:59Z
"Blackpink antis be like:

""No one:  Literally no one:""",UgzQfkYFVJvUVaxtvrB4AaABAg,19,406,2020-06-26T11:47:21Z
jisoo,UgxnlkikmJjEAH6eJMt4AaABAg,5,406,2020-06-27T11:43:43Z
"Lisa: ""Don't like me? Then tell me how you like that!""
YES TELL THOSE HATERS LISA",Ugzv-G8cUI_PgJJRUB14AaABAg,5,401,2020-06-26T09:37:49Z
"Lisa & Jennie: look at you, now at me

Me: *Actually does that*",UgyGeid415bNC68-DVN4AaABAg,10,398,2020-06-26T09:38:41Z
"""Look at you, now look at me"" I feel ATTACKED!!",UgykfiSR-WeqcCGLIRJ4AaABAg,2,394,2020-06-26T09:04:55Z
No matter how many times i play this I don't get bored and still want more and more contents,UgyLuq50YYcPx5Huv2x4AaABAg,5,390,2020-06-26T19:55:44Z
"VAMOS TRANSFORMA A SESSÃO DE COMENTÁRIOS EM TD BRR PRA ELAS VIREM PRO BRASILL UHUUUU


Edit: TO FAMOSOOOO",UgxHHbkeS1DyZ6CeM0x4AaABAg,21,389,2020-06-29T15:07:30Z
"1.time watching: oooof idk
2.time watching: naah it could be better, but it could be worse too
3.time watching: naaah actually its not that bad
4.time watching: 
YOU GON LIKE THAT THAT THAT THAT  THAT THAT THAT THAT 
*Brain cells left the chat*",Ugwm8LQjjNib3ratyh14AaABAg,12,387,2020-06-26T11:45:17Z
Let's Go Blinks make this hit 50 millions in 10 hours,Ugy1YRFLMsGGcEyHdPx4AaABAg,16,385,2020-06-26T19:45:07Z
I have seen 0 hate comments and every comment is just addressing the hate.,UgzT_8iwWVpCVV0cm9t4AaABAg,13,382,2020-06-26T19:56:34Z
Fun fact: You waited for more than a year but still not so ready for the MV.,UgxjzwbE_V5_Pw_nntx4AaABAg,5,380,2020-06-26T07:59:22Z
Fun fact: Every Blinks is dying inside just to see their long awaited comeback,Ugx_tAq63fblskGMHiZ4AaABAg,19,379,2020-06-26T15:22:09Z
"Finally the comeback is here! I love the song a lot! So much, they’re all so beautiful! I love them so much!",UgwfIgA-mUxO3RnnXvN4AaABAg,3,378,2020-06-26T11:47:11Z
you can take screenshot at any second and it could become a cover of vogue magazine !!,UgycQXvn4vDiU_F4NGl4AaABAg,6,377,2020-07-03T18:31:10Z
Do you guys noticed that jisoo has a lot of fire scenes on every(idk most of them )mv '.',UgzO6H3Ls4t0U67tsvx4AaABAg,12,376,2020-06-27T11:47:13Z
"49M!!!

LET'S GO FOR 100M VIEWS IN 24 HOURS ONLY!!!",UgySCMt3KYUqnEw_I1l4AaABAg,14,375,2020-06-26T19:55:37Z
Estuve en el directo y me encantó xd,UgzGiCIBupTqKu__1EN4AaABAg,28,367,2020-06-26T11:47:01Z
"Meu Deus o que acabei de escutar 
Que perfeição <3",UgyG6inq7A_-so9lyPF4AaABAg,4,367,2020-06-26T11:46:46Z
"i feel like when jisoo and rosé were singing the part""those days where I was trapped, you should've ended me when you had the chance , look up in the sky it's a bird it's a plane""they are are talking to other fandoms about how Blackpink gave them a chance to make their idols shine and break Blackpink's records but now the time is over and  it's Blackpink's time to shine so look up how Blackpink is flying higher than before.

Thank you for the likes",Ugy0-1wjtLxhzCldKqZ4AaABAg,4,366,2020-06-29T12:03:41Z
"Lisa’s and Jennie’s “Look at you, look at me” hits different, they know that they are gorgeous af",UgztW_p2kAGF0lxsc_B4AaABAg,3,365,2020-06-27T11:42:02Z
"expectation: jisoo saying “blackpink in your area”
reality: lisa saying it",UgzmRLJr9J_x2SNXb894AaABAg,7,364,2020-06-26T09:02:04Z
"EVERYBODY Says : No one? literally no one!!!  

BLINK says : How you like that? 

ARMY says : S T A Y   G O L D",UgxD1esrCt1Fkcq9TLd4AaABAg,43,361,2020-06-26T11:49:47Z
I feel like jisoo isn’t forgotten as much in this,Ugz8tuviq21vY3QJfr94AaABAg,8,360,2020-06-26T09:37:52Z
"Yg: So how many blinks do u want to kill in this comeback?

Blackpink: YES",Ugx9jk4N7a2LxjHEhel4AaABAg,5,355,2020-06-26T09:31:23Z
"Was expecting some nice comments about people's bias or the music video, instead we got people thinking it's cool to spam the dead trend ""No one:"" lol",Ugz5E0UyTNfg3ZEE0jN4AaABAg,10,353,2020-06-26T15:18:44Z
"BLINKS WE’RE ALMOST AT 50M VI3WS LETS GET TO 100M IN A 24 HOURS

edit: WE DID IT GUYSSS!!",UgzQvip8SEP5QTDTGmd4AaABAg,24,350,2020-07-03T07:48:21Z
i pray a random person who likes this will be a billionare,Ugylt4edpTU9S0RjylV4AaABAg,11,348,2020-06-26T08:05:03Z
Ahhhh I can’t stop listening to this song! The more I listen it the more I get addicted!!someone help me??,UgwsC_tV7er8YnchraN4AaABAg,10,347,2020-06-26T19:56:49Z
I want to hear Jisoo say “how you like that” forever my god,Ugyk0tvHWf-2py8JMgV4AaABAg,3,347,2020-06-26T09:06:36Z
Rosé looks gorgeous,Ugyc2yNxJVzE0voXrCV4AaABAg,12,346,2020-06-26T14:36:51Z
Lo que estuve esperando por meses HERMOSOOOOO,Ugxni1wFvvVNGELgm514AaABAg,13,346,2020-06-26T11:46:54Z
Random Fact: you’re probably sitting here waiting for them to release it,UgxhI3LXBm_7VjxXS0J4AaABAg,10,341,2020-06-26T07:54:16Z
"THE NUMBER OF YOUR LIKES IS YOUR BIAS:


1-LISA
2-ROSÉ
3-JISOO
4-JENNIE
5-BLACKPINK",Ugxw-tSKTt61IvRzskR4AaABAg,34,340,2020-06-26T07:57:36Z
I'm a EXO-L here to support Blackpink!!! Let's go we can do it!!!,UgyyeYql1F3pp8S70uN4AaABAg,15,339,2020-06-27T11:45:29Z
BRASILEIROS SE MANIFESTE DANDO O LIKE,Ugx9t1luHy-5Td885LJ4AaABAg,17,336,2020-06-27T17:32:16Z
"Blinks: Jisoo's lines every song is so short.

YG: not now",UgyNGWnMFE1ADr07HxV4AaABAg,2,329,2020-06-26T09:29:52Z
Fun fact: we all are gonna die and Blackpink will for sure break many records                               Edit; y’all the M/V is dope and “Ha how you like that” edit 2: 100M in 1 day!!,UgwnaZbmBK9XjOvJk5h4AaABAg,10,327,2020-06-27T17:31:15Z
"The "" literally no one"" 
Comments are annoying",Ugyxv32Rbst8DEDhP5F4AaABAg,17,327,2020-06-26T11:46:46Z
"I think this is Rosé's ERA tho....she is lit from A to Z

Her swagy expression tho
But btw they all look amazing too",UgxJK7ddoUB71KLYYGd4AaABAg,11,325,2020-06-26T23:26:00Z
The dislikes are the people who were crying and didn't notice that they pressed that button,Ugw9bTLcgwFZxPqQ0BR4AaABAg,8,320,2020-06-26T08:29:18Z
"Antis be like: No one: bla bla bla
Blinks reporting their comments: “how you like that!”",Ugw9WVLqQrvHeEUzAH94AaABAg,9,319,2020-06-26T17:15:59Z
"I really hope that jisoo sing part ""blackpink in your area""",Ugzq0fW0XG5YcFW92Tl4AaABAg,36,314,2020-06-26T08:48:28Z
"People already disliking this when 
It didn’t even start yet

Edit: I just watched it an I am crying-",Ugylk62GiYDnwjx3lHR4AaABAg,37,311,2020-06-26T09:05:31Z
im terrified of these comments                                  *Edited: thankfully people started reporting them,UgxUTDDn6bVXvmF0ZuB4AaABAg,15,311,2020-06-28T00:32:17Z
"I think blackpink will be able to reach 100 million views under 24 hrs instead of 50 million honestly, omggg",UgxLj7jj54OEhUe0uTd4AaABAg,14,307,2020-06-27T08:40:33Z
"Lisa’s “Now look at you,now look at me” got my self confidence lower, hitting rock bottom",UgwUFXfr1bj-kmz138B4AaABAg,4,305,2020-06-26T09:32:48Z
Haters spamming Blackpink and BTS comment section.. King and Queen tingzzz,UgyyZoOeAYDmq04zcPF4AaABAg,12,301,2020-06-26T19:44:52Z
"I expected jisoo will have her own line of ""Blackpink in your Area"" but instead she said ""Ha how you like that"" which is much better",Ugz0LX1tcNUXrNQtC554AaABAg,28,300,2020-06-27T07:59:58Z
"well Jisoo did'nt get to say ""blacpink in your area""",Ugwuf-kRlsb1sEU5g-Z4AaABAg,12,294,2020-06-28T19:30:04Z
Necesito un “blackpink in your area” de jisoo,UgyCZCFvz-7DVifCott4AaABAg,11,292,2020-06-26T07:58:41Z
"Am gonna comment differently , 


BLACKPINK ARE THE QUEENS THIS SUCH A NEW CONCEPT AND I LOVEEEEEEEE IT , THE LINES DISBRIBUTION ARE WAYYY MORE EQUAL THAN BEFORE !!! THEY ARE SOOO PRETTY THIS IS THE NEW SONG OF THE YEAR! NOTHING MORE THO SAY THAN WOW ! 

BLACKPINK :how you like that 

Me:What's that question ?!?!?I LIKE THAT !!!!!!",UgywAiqhltMRLcN0_ah4AaABAg,8,292,2020-06-27T19:38:15Z
"all those repetitive comments are bots bc they all made the same typo lmaoo,, wuts gents O_o",UgwinwKVUX_Hv467pvJ4AaABAg,11,290,2020-06-26T11:46:56Z
"Nobody

Literally nobody 

Armyblink: crying because they can't break their phone into half",UgysruafLHy9oxdJtU14AaABAg,41,289,2020-06-26T08:43:50Z
"so
who's your bias:
1. Lisa- Like
2. Jisoo- Like
3. Jennie-Like
4. Rose- Like",UgxzY9x3uI44tKAuDa94AaABAg,15,288,2020-06-26T08:08:20Z
"NO ONE OUTSHINE THE OTHERS, THEY'RE ALL SLAYING IN THIS COMEBACK, IM SO AMAZED!!!!!!!",Ugy5DJFpibtEK-BwYZ54AaABAg,1,285,2020-06-26T09:35:06Z
97% of comments are just “nO oNe LiTeRaLlY nO oNe” make original comments pls,UgywmnIa6DEe9TzLzm54AaABAg,2,285,2020-06-26T08:58:27Z
If jisoo says “black pink in your area” that will be the end of me,UgyRdT7ZD0JCEBIfie14AaABAg,19,285,2020-06-26T08:47:38Z
YES 50M IN TEN HOURS YES BABIES,UgzlrJZ5SP-OF83YMi54AaABAg,8,284,2020-06-26T19:43:19Z
"Jennie
Lisa
Rosé
Jisoo
BLACKPİNK IN YOU AREA
Blink Blink Blink Blink Blink Blink Blink Blink Blink Blink Blink 
How You Like That
❤❤",UgzeClkesR7wNCgjCK54AaABAg,4,284,2020-06-26T11:45:17Z
"I am an EXO-L here to support BLACKPINK!
Come on, we can do it !!!
BLINK don't forget to be healthy !!!",UgyecSIk1axlkKYjZE94AaABAg,13,280,2020-06-27T11:41:14Z
"""Premiere will begin shortly""


*_The happiest moment of my life_*",UgwsCDpDqIqjK9vEQnl4AaABAg,9,278,2020-06-26T08:58:03Z
We’ve almost hit 50M in 10 hours blinks! This is an amazing achievement - BE PROUD,Ugx6O9C3ZFFB5dnRenR4AaABAg,9,278,2020-06-26T19:45:02Z
"No one:

Literally no one:

Me: Opening YouTube hundred times for Blackpink",UgxS7C3vfmFnpXb2wIp4AaABAg,7,277,2020-06-26T08:01:33Z
Is it just me that thinks the first part sounds like killing me lmao,UgwTVUrBchfC_J2HpAh4AaABAg,10,274,2020-06-26T11:45:43Z
I feel angry when I see the comment about no one and literally no one...,UgxR_rBj1Ci1OdxgnEt4AaABAg,7,274,2020-06-26T11:46:48Z
"yg: how many visuals you want for-

blackpink: yes",UgwohUucIR3LDYehV1l4AaABAg,1,270,2020-06-26T07:55:01Z
"It's Not Lisa's Era
It's Not Jennie's Era
It's Not Rosé's Era 
It's Not Jisoo's Era
It's Blackpink's Eraaaaaa",Ugw-j3Zi05CkgoTHEjB4AaABAg,5,270,2020-07-05T02:34:23Z
"why everyone always comment ""no one""?
believe me,there's anyone.",UgwhQBmlV-wBXFfeo_V4AaABAg,13,270,2020-06-26T11:47:13Z
"""WE ARE PROUD OF YOU JISOO""
""WE ARE PROUD OF YOU JENNIE""
""WE ARE PROUD OF YOU ROSÉ""
""WE ARE PROUD OF YOU LISA""

""WE ARE PROUD OF YOU BLACKPINK""
""WE ARE PROUD TO BE A GREAT BLINK""
BLINK'S ARE HERE TO SUPPORT BLACKPINK",UgzGCJPBeQ8QxCTqkKV4AaABAg,9,268,2020-06-26T08:54:40Z
"Yo necesitaba a Jisoo diciendo ""Blackpinck in your area"" amo a Lisa pero está vez era Jisoo 
Pero aún así está genial la canción <3",UgyVdBXJLPfCGSl4Fil4AaABAg,11,267,2020-06-26T22:30:20Z
MY HEART HAS BEEN GROANING AS THEY HAVE GROWN,Ugz6KLyy7YcCp75rC3F4AaABAg,2,266,2020-06-26T11:45:15Z
"GUYS, stop commenting 
“Noone: literally noone:”
Like srsly! APPRECIATE the girls hard work instead of commenting those non sense.",Ugzx_y0mL6PhklYvUtJ4AaABAg,4,264,2020-06-26T11:47:40Z
"Well Jisoo didn’t say “Blackpink in your area”, however she did say “How you like that” and she slayed",Ugz6eWC3-bf-5UAE6l54AaABAg,4,262,2020-06-26T09:49:46Z
"if this dosent have:

•lisa dance break
•jisoo’s blackpink in your area
•more jennie’s rap
•rosè’s natural voice
•more jisoo attention 
•lisa’s singing voice




it’s okay!:) i’ll still stream and support them",Ugye2sduMcT0yRZHZR54AaABAg,23,261,2020-06-26T08:37:44Z
"no one:

literally no one:

yg and bighit: when the worlds collide, we're gonna release at the same day and same time",UgwCfvfLziheukYYVIh4AaABAg,26,253,2020-06-26T08:42:17Z
"Jisoo: Likes +
Jennie : Likes +
Rosé : Likes +
Lisa : Likes =
BLACKPINK : Likes",Ugx4xH7DhqFJPqttd_l4AaABAg,4,252,2020-06-26T08:10:43Z
"Me: *Stresses with things to do*

Blackpink: *shows this*
Also blackpink: How you like that?",UgzSt3_CitSq8YDcBuJ4AaABAg,1,250,2020-06-26T07:53:18Z
"No one:

Literally no one:

Not even a single soul:

Yg and big hit: why not have a little competition }:)",Ugzq4_MaO-oHIh__KV14AaABAg,27,249,2020-06-26T08:43:12Z
Lisa,UgygY2ngguwWi-TVhZV4AaABAg,14,246,2020-06-26T11:47:48Z
Jisoo,UgzkfJIy9Y2MU8Nxqn54AaABAg,3,243,2020-06-27T11:45:06Z
At first I thought jennies look was weird in the teaser but now I actually love it.,Ugwu7pSlv_sNfIQa-vR4AaABAg,4,242,2020-06-26T11:46:53Z
"ya'll think the ""no one:"" jokes are funny? lol




i dont, sorry not sorry",UgzOu4sTySE7BxN_ahd4AaABAg,11,242,2020-06-26T11:48:28Z
"Literally no one:

everyone: commenting fast to get the most liked",Ugx43kmvulPsPnx94d14AaABAg,5,242,2020-06-26T09:13:50Z
"For those who don't know:
1. Jennie starts the song, while singing.
2. Lisa says 'BLACKPINK IN YOUR AREA'
EDIT :- I heard the start of the song in their live conference.",UgwsYpHlnF6SAG5fv6x4AaABAg,25,241,2020-06-26T08:02:43Z
"Youtube: How many times are you listening to this?

Me: Yes",UgzvD2Z9JotYMG5r4TN4AaABAg,3,237,2020-06-27T11:46:16Z
"Aaaaaaaaaaa omg espere tanto por esto,todas se miran hermosas altas diosas ,lisa con el pelo corto,rojo y ROSA!!!!",UgxvLru8TWngOP8Jwxd4AaABAg,5,236,2020-06-26T19:54:59Z
"""HA HOW YOU LIKE THAT"" ""LOOK AT YOU NOW LOOK AT ME"" AND ""BADDA BING BADDA BOOM BOOM"" STUCK IN MY HEAD LIKE CRAZYYYY :))))",Ugz2rNo0H_ctyLYh7Xp4AaABAg,2,234,2020-06-26T11:45:17Z
I just want to know how many true blackpink fans are here ? Like this cmt if you are,UgwvLT0-7URiNh7RHgF4AaABAg,3,231,2020-06-26T08:16:33Z
"lisa and jennie: look at you, now look at me



me: they know too damn well i'm ugly *depressed*",Ugwh7wGcH6GWoSciDNB4AaABAg,2,230,2020-06-26T09:14:18Z
"Goal in 24 hours:
50 million in 24 hours bcoz of new YouTube rules

Now: 49M in 10 hours wowwwww",UgzltRFFy6QS73Ja69N4AaABAg,10,226,2020-06-26T19:54:09Z
"Everyone
absolutely all
Even your mother:
This is MV of the year!!!",Ugz5Wh3e_vqpYaUIU_Z4AaABAg,12,224,2020-06-26T11:47:07Z
*BLACKPINK IN YOUR AREA*,Ugzhf7dXBwKP-nGwy_d4AaABAg,9,224,2020-06-26T23:54:51Z
"Be honest 





You watched this more than once",UgxarsrQujs2ZqKi7Q94AaABAg,9,221,2020-06-26T19:54:49Z
Lisa looks like Cleopatra :33,UgyjieGIQyrzhUE13PZ4AaABAg,5,220,2020-06-26T11:47:33Z
"Most viewed Asian artist last 24 hours
1	BLACKPINK - 'How You Like That' M/V                                 45,472,399		
3	BLACKPINK - 'How You Like That' M/V TEASER                   6,581,590	
9	BLACKPINK - 'Kill This Love' M/V                                             2,161,743	
10	BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V                   1,953,958	
21   BLACKPINK - '붐바야'(BOOMBAYAH) M/V                              1,295,511	
31	BLACKPINK - 'How You Like That' Concept Teaser Video   1,036,265	
33	BLACKPINK - '휘파람'(WHISTLE) M/V                                    1,034,570	
37	BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V        970,139",UgxeZmIo74CJEq6lQQ94AaABAg,2,217,2020-06-26T19:55:02Z
"How You Like That Blinks?

50M yahoo..!
60M yahoo..!
70M yahoo..!
80M yahoo..!
90M yahoo..!
100M yahoo..!
150M yahoo..!
200M yahoo..!
223M yahoo..! 

Come on blinks ^.~",UgwJqqTHx3Am8w6JCpB4AaABAg,35,217,2020-07-05T11:21:23Z
"yg: how many hair colors do you want, lisa?

lisa: yes.",UgwSD0hXJgZZFzv66jt4AaABAg,3,213,2020-06-26T09:14:22Z
"POV: Your searching for a comment that doesn’t talk about people 
wanting likes.

(Edit: Its the same on “BTS - Stay gold mv”)
Honestly all these anti’s are getting on my nerves 😤
Nevermind just let the antis comment what they want, atleast it gives  Blackpink and BTS higher chances of having the most comments on a yt m/v.",UgyCBu-VG4zRMdrlq6J4AaABAg,14,211,2020-06-26T12:14:46Z
jisoo❤❤❤❤❤❤❤💕💜💕💜💣💕💜💕💜💚💜💜💚💣💚💣💣💚💚💣♥💜💜💚💜♥💜💜💚💜♥💚💜💜💚💜♥💜💚💜♥💣💜💚💜♥💣💚💣💜♥💚💜,UgzTO5UgnWZX41UEdBF4AaABAg,18,211,2020-06-27T11:46:16Z
jisoo,Ugwy2C_MtBW4oSRxpr54AaABAg,3,210,2020-06-27T11:46:20Z
The comments section is trash. I want read about blackpink not 'no one' stuff,UgxMTcALAYuhY-Mwwmd4AaABAg,2,208,2020-06-26T11:46:37Z
You know what's making this MV more special? The girls having fun which is clearly reflected. They look so so so Happy.,UgzRLX6i3RBlc3bWvwR4AaABAg,1,208,2020-06-26T19:54:50Z
"Haters: Jennie is lazy
Jennie: Look at you now look at me",UgzR_IAh-DpI-HAi6WJ4AaABAg,13,207,2020-06-26T09:48:48Z
The instrumentals are really different from what we've seen before and I'm glad they decided to switch it up.,UgxXgsTVqdqv2EuCVvh4AaABAg,1,205,2020-06-26T19:56:40Z
"Blackpink: *releases this masterpiece*

*[Everyone's quarantine gets better]*",UgzDSr8SYht4ZxKMM4R4AaABAg,5,203,2020-06-26T19:53:50Z
Little monsters here!,Ugxc5y_ZKRIA1BsaPOB4AaABAg,8,200,2020-06-26T19:54:00Z
WE'RE #1 TRENDING ON THE FIRST DAY AND ARE WAY PAST OUR VEIW GOAL FOR THE FIRST DAY,UgzppP0AHBk1CR-dlop4AaABAg,9,199,2020-06-26T22:57:12Z
"no one:
literally no one:
Blinks: wait over a year for a comeback from the pinks
blackpink: how you like that?!",UgwyHWilS2yMqruXncx4AaABAg,1,198,2020-06-26T08:01:58Z
"I HOPE JISSO SAYS, “BLACKPINK IN YOUR AREA”",UgxO3sQZ2_exQVzlgCh4AaABAg,17,198,2020-06-26T08:32:09Z
"When M/V will come:-

Blinks: *streaming*

Haters: *Hating*

Blackpink : *slaying*

Me : *screaming*",UgyjrsRJOwOX3f5dirh4AaABAg,6,193,2020-06-26T08:15:20Z
"*BLACKPINK:* _HOW YOU LIKE THAT?_
*DOJA CAT:* _LIKE THAT_
*ME:* _OK_",UgylNFEpqtTjtizWmjp4AaABAg,2,193,2020-06-26T19:56:02Z
"Lisa: ""Don't like me? Then tell me how you like that.""",UgzseIynGBoWnN5oUEl4AaABAg,3,190,2020-06-26T09:18:52Z
