Comment,Comment ID,Replies Count,Like Count,Updated At
10 saat 50 milyon ne alan yuhhhhh,UgyBDXPNBpMnnsIoTph4AaABAg,0,4,2020-06-26T19:53:46Z
"I hope in the next comeback:
-Jisoo gets more lines
-Lisa gets a solo dance break
-Jennie gets a rap part
-Rose gets to sing with her normal voice 
BLINKS Lets try to make this happen",UgymJBd7Ho8gfxuMlmR4AaABAg,0,4,2020-07-06T01:46:26Z
Bu kizlarin izlenme hizina youtube yetişemiyooorr,UgyC5oMfE99v7-blbgZ4AaABAg,2,4,2020-06-26T19:54:30Z
"BLINKS, let's help REVELUVS to stream their new song 'MONSTER'  (by a sub-unit of Irene & Seulgi) at 6th July 6PM KST since they helped us A LOT on voting at Mubeat and Idolchamp. Let's give them a payback BLINKS!",UgzTjHF2t5JvQzUPEB14AaABAg,2,4,2020-07-06T04:14:11Z
How u like that guys,UgzYPaLIuoFfAc-hKX54AaABAg,0,4,2020-07-06T04:38:48Z
Top1 trending:3,UgzxdXN0oEuoqfHKoJp4AaABAg,0,4,2020-07-06T04:13:46Z
BLACKPIG IN YOUR AREA,UgzbnNxB9vF5E-FP6O14AaABAg,0,4,2020-07-06T03:26:48Z
"Ufff todas unas Divas, cada vez las amo Más 😍",UgyoXzHHPlaydkZHyzh4AaABAg,1,4,2020-06-26T19:56:07Z
OMG ITS FINALLY HEREE,UgwT0GfdgFJMlY80ztx4AaABAg,0,4,2020-06-26T19:56:16Z
Does any one notice that lyrics are also in description ^o^,UgydtJFn5AwlzdWPiNB4AaABAg,0,4,2020-06-27T11:47:04Z
BLACKPINK ARE LITTTTT 🔥🔥🔥🔥,UgyKsZhdK99N-eWWYpl4AaABAg,0,4,2020-06-26T11:47:00Z
MV OF THE YEAR,Ugz0PwGCDCaxBKuCAVh4AaABAg,0,4,2020-07-06T03:26:48Z
Blackpink in your area,Ugwd66tJEmq388OOmCV4AaABAg,1,4,2020-07-06T04:02:56Z
"How to str3am:
-Don't skip advertisement
-Like and comment while str3am the mv (after 30 seconds the mv release)
-Make sure you log in use your real google account
-You have to search the mv search only
-Make sure your volume is atleast 51% and above
-Make sure also to str3am it at 480p or above
-Str3am it from start to end of the mv(don't pause it too)
-Watch 2-4 videos (you can watch the teaser, so you can back to the mv faster) before going back at the mv, don't forget to search it
-Just focus to the vi3wing page, don't open any tabs or disturbing the page 
-Don't replay the mv
-Don't spam the comment
-Don't use words str3aming,vi3ws",UgzzOSCmelB1Nzz7DZt4AaABAg,0,4,2020-07-06T03:44:19Z
KEEP ON STREAMING!!!!,UgxDLiAQow5Kyfvnw7l4AaABAg,1,4,2020-06-27T11:42:57Z
Angels is coming...,Ugy1KpVWpgtp7UjHEAB4AaABAg,0,4,2020-07-06T04:33:37Z
2 PAK already congratulation,UgyiL-sStJuP6oQXlpl4AaABAg,0,4,2020-07-06T03:48:52Z
rewatching this for the 9999999th time.,UgwUQy92SQde4jUZsD54AaABAg,0,4,2020-07-06T04:17:43Z
"Things we received in this song:
-Long chorus
-Jisoo finally singing the bridge again
-Ot4 dance break
-Jennie's little rap in the chorus
-Lisa and her usual swag
-Rosé and her usual power vocals
-""bp in your area"" and the Ot4 ""BLACKPINK!"" in one song
-awesome choreo and ""BODY ROLLS""",UgziytQ-iU3EXHA7oCR4AaABAg,2,4,2020-07-06T03:05:39Z
Their music is sooo lit🔥🔥🔥😰,Ugz3xGNC7QS81dCJlK94AaABAg,0,4,2020-07-06T01:02:42Z
229 M view new record fantastic!!!,UgyoJenp_t055tns4814AaABAg,0,3,2020-07-06T03:48:48Z
Ai biết blackpink bts hãy cho tim mình ❤💝💕❤💖,UgyAbFLDts6BohQkvpR4AaABAg,0,3,2020-07-06T00:54:59Z
"*No one:*

 *Actually no one:*
 *My mind suddenly: Ha How You Like That*",UgxD0e3cDsTaiOuRo614AaABAg,0,3,2020-07-06T01:46:07Z
"300M ☝
Fighting 💪",UgzR4LKRi_6AjgDSyLd4AaABAg,0,3,2020-07-06T02:13:57Z
โหล~ ไทยหายไปไสหมดด คนไทยมารายงานตัวหน่อยย💗😳,UgzxdrOWD3oEYSRY9EV4AaABAg,0,3,2020-07-06T02:17:54Z
Now Look at you Now look at me,UgwDKBF6hVRRjQWLTzV4AaABAg,0,3,2020-07-06T04:36:51Z
Indo ngumpul:v,UgzunHaHw7610Ekekbp4AaABAg,1,3,2020-07-06T04:42:21Z
1 week top 1 . PH,Ugxb4iWI-3gZ6qtcllp4AaABAg,0,3,2020-07-06T02:12:29Z
Jisoo on fire🔥🔥🔥🔥🔥,Ugz6ugHlZwNHTHYZhoF4AaABAg,0,3,2020-06-26T11:46:17Z
2:25 IS EVERYTHING OMFGGGGG,UgxSuxOdW1N_6lxbedF4AaABAg,0,3,2020-06-26T19:54:30Z
"2016= Boombayah
2017=  As If Its Your Last
 2018 = Ddu Du Ddu
2019 = Kill This Love
2020 = How You Like That




BLACKPINK IN YOUR AREA !",Ugx6T5BjsVJkAieTQsR4AaABAg,0,3,2020-07-06T01:40:07Z
"After Quarantine:


Me: Look up in the sky is a bird is a plane.",UgzRA-2exLneE6J2OPp4AaABAg,0,3,2020-07-06T04:00:37Z
"240MI TODAY 
FIGHT BLINKS!",Ugyfqoz0wc4BtjbPOlF4AaABAg,0,3,2020-07-06T03:18:11Z
"YouTube keeps freezing the views mf 
And armys thanks for helping us blinks thanks for streaming keep going",Ugw2a9PC-NWiXPdC4PF4AaABAg,0,3,2020-06-26T19:56:59Z
Trendinggggg kan 1,Ugz2FLc9uV7MhDi4F5B4AaABAg,0,3,2020-07-06T02:14:40Z
"Rosé, Jisoo! <3",UgzvgDVJyX5y_Y9NoaN4AaABAg,0,3,2020-06-27T11:43:32Z
Just gonna reach 500 million in no time!!!wait and watch,UgyY9QZGCcDOL5H8DkB4AaABAg,0,3,2020-07-06T04:41:44Z
"It's going be very cringey soon and overplayed song after it's release. A combination of hip hop and Korean-styled music video and I believe they are trying to make some mixture out of it. The catchphrase is not catchy although it rhymes, it just doesn't have the 'feel' in it. The most particular thing is that the intro sounds similar to its old song. I would definitely say it's just an ordinary song you would listen to it once. It also can be quite mean as in the song goes ""look at me now and look at you, how you like that"". For example, look where I am standing now and look where you are now. It can be expressed in a form of teasing which is negativity I believe.",Ugz1uLxn_mu0b7lwsvh4AaABAg,1,3,2020-07-06T03:59:39Z
"Nobody: 

My brain : ""LOok uP In THe SkY iT's a BIrD It's PlaNe""",UgzbEDD3X0RdHAZ_K7p4AaABAg,0,3,2020-07-06T03:09:19Z
Lets make this song to Billion😍😍,Ugyhoo7lKs2bxQRFbg14AaABAg,0,3,2020-07-06T04:12:12Z
Lisa's facial expressions are iconic and legendary ♥️♥️. Explains why she's chosen as a mentor,Ugwnw4SUfM4nDLxsUbN4AaABAg,0,3,2020-06-27T11:45:47Z
"I m exol
And i m here to support blackpink",Ugw4QeE6yBuL6qbB5lF4AaABAg,0,3,2020-06-27T11:37:44Z
Jammimg that that that that that that,UgxGbCD-Q56Zhu78yGJ4AaABAg,0,3,2020-06-27T11:47:02Z
"Before Blackpink: I am not GAY.....
After Blackpink: You wanna know what, I am GAY..",UgzP6lNf7Ngc4cGmpQZ4AaABAg,2,3,2020-06-26T19:57:02Z
How likes  lisa saying  BLACKPINK IN YOUR AREA ?!,UgxsYyxaRF5MNfGxntp4AaABAg,0,3,2020-07-06T03:34:26Z
no emoji's pleasseeee :(((,UgwX0vBt73efs67euSF4AaABAg,0,3,2020-06-26T11:46:02Z
Blackpink is the most subscribed Korean channel again.,UgwD7ElNVC_jpbB4Id94AaABAg,0,3,2020-06-26T19:51:53Z
"Dance pratice perfomance HYLT release, stay tune, on competicion choregeapy blackpink contest dance HYLT blink total suprise 20Milion",Ugy4tEYdfKdKuTpdsyp4AaABAg,2,3,2020-07-06T04:02:11Z
Jennie se ve hermosa con cabello corto😍❤,UgytJaMHlNr87xud8XB4AaABAg,0,3,2020-07-06T03:05:49Z
Jissoo strongggggg sis,UgzFZLCYYBf43Q-Zejt4AaABAg,0,3,2020-07-06T03:08:27Z
Queen Lisa 👸🏻,Ugw7imbgSwfxeJoTz_V4AaABAg,0,3,2020-06-26T19:56:16Z
It's over a week already and it's still on #1 trending. 😮❣️,Ugxu0mz6DAlou5T0pDV4AaABAg,0,3,2020-07-06T01:31:34Z
"OMG !!!! Best comeback ever ! The song is just perfect, now i understand why jisoo said that it has more swag on it !!! I LOVE BLACKPINK ! Go Girls YOU ARE THE BEST I LOVE UUUU",Ugzbe7sEw9YwWQ_JBGN4AaABAg,0,3,2020-06-26T19:52:08Z
"Currently, the kpop group that is trending internationally is BLACKPINK, which no one can deny and this award they deserve, these girls are a group of talented girls that I would love to see them at international awards and be the first k-pop group to win a grammy",UgwsGTqfEN3x9psZInF4AaABAg,0,3,2020-07-06T01:37:20Z
"Am I the only one who is fascinated by Jisoo's beauty when she wears the red dress, and the second part of the ref?

But I like all members 🥰

I'm a mulfand :)",UgxH8fVg1e9xWFT1BNF4AaABAg,0,3,2020-06-26T19:53:01Z
"Jennie: how you like that

Me: well I simply just press the thumbs up button",UgyvXS9JLkcdYdMmP3Z4AaABAg,0,3,2020-06-26T19:53:24Z
"honestly is sad that there are so many people spamming in the comments, i'm not even a kpop fan or anything but i came here because one of my friends likes blackpink so i thought i would check out the mv for fun. I don't like that trend about hating kpop, it's literally just korean pop, nothing wrong with that, if people got a problem with the fans, then just ignore them.",UgykOLPwcAgUAKaDviV4AaABAg,0,3,2020-06-26T11:46:02Z
I just listened to the hidden vocals of hylt and I’m shook at rosé s voice,Ugx6y0-wW_8GgGydLCh4AaABAg,1,3,2020-07-06T02:46:01Z
"Blackpink won their 1st win on ingikayo yesterday.
-QUEENS INDEED!!!",Ugwvvu4S_vn0x5AZb7d4AaABAg,0,3,2020-07-06T03:43:44Z
"Views : 200M
Likes : 12M
Comments : 2M",UgyIsh6SmHXo9_YMwtZ4AaABAg,1,3,2020-07-06T02:41:42Z
Wow I'm exol I just say blackpink and blink are amazing,UgxtO31wBz9PLXI3rrF4AaABAg,1,3,2020-06-27T11:40:20Z
"49m --> 10 hours.....
WOW blink.......you're amazing.....
Keep fighting blink.....",Ugyu9oNqJn_9uECJShB4AaABAg,0,3,2020-06-26T19:53:15Z
"the v13ws to 91,533,730 froze for 4 minutes blinks! lets str34m harder!!",Ugw_VSAVnm7Pz49051V4AaABAg,0,3,2020-06-27T11:40:08Z
Kpop ta en fazla aboneye sahip biziz blinklerrrr,UgySgYTYg93rGOtefet4AaABAg,0,3,2020-06-26T19:54:03Z
"haters: ""blackpink should start making music with meanings not just with sick beats""
blackpink: ""I crumbled before your eyes,  hit rock bottom and sunk deeper to grab onto the last bit of hope. I've tried to reach out with both of my hands ...""

Y'ALL WHAT KIND OF MEANING DO YOU WANT??? R U SERIOUS??",UgxG67gPlWQg87-n16d4AaABAg,0,3,2020-07-06T02:21:55Z
"BLACKPINK ‘How You Like That’ 10AM KST:

#1 MelOn (=)
#1 Genie (=)
#1 Bugs (=)
#1 FLO (=)

*29th REALTIME ALL-KILL (RAK)*",UgxgLVT4KraP8N9YME54AaABAg,0,3,2020-07-06T02:04:53Z
Petition for Jisoo to say *BLACKPINK IN YOUR AREA* in their next song,Ugy__I5oBo-ZEvkDAIJ4AaABAg,0,3,2020-07-06T04:37:25Z
Top 1 trending,UgzbNUWz_m2PLOrm5nN4AaABAg,0,3,2020-07-06T02:44:18Z
HERMOSAS,Ugx3GbHuqjSTOC6jai14AaABAg,0,3,2020-07-06T02:45:45Z
1st trending in my country!!!!,UgyKf-zPXHp0y9p-ZCF4AaABAg,0,3,2020-06-26T19:54:39Z
I love you guyssss,UgyaDzT-s-Umxn75-hJ4AaABAg,0,3,2020-07-06T03:07:43Z
The best Kpop group❤,Ugy8SWpUTqCj5QEAkHV4AaABAg,0,3,2020-06-26T19:53:22Z
"Hmmm! Now its time to say goodbye to -
Nicki Minaj
Beyonce
Rihanna
Shakira
Lady Gaga....! 😆",UgwoD8Iu_EKOuIOIYDN4AaABAg,0,3,2020-07-06T02:12:41Z
0:24 جيسو تذكرني بستايل جيني بأغنية بومبياه....,UgxmZOMy1uxuFst9kIp4AaABAg,0,3,2020-06-27T11:44:08Z
#1 en tendencia Argentina 🇦🇷🖤💗,Ugwyu5ppN4AWVVbsAOh4AaABAg,0,3,2020-06-26T19:53:26Z
"Blinks let's broke the record of fastest 100M. We have to achieve 100M before 38 hours of release time.

26 hours are already gone with successful achievement. Let's do this.",UgzqVNSdb2OH-5JEhqV4AaABAg,2,3,2020-06-27T11:41:01Z
quien la esta escuchamdo 5 /7/2020 a las 22:27,Ugy7dANdqseTdDLIBh94AaABAg,0,3,2020-07-06T03:27:08Z
Me encantó su cancion,UgyoI7f1Qz3fPmRrsnF4AaABAg,0,3,2020-07-06T02:26:44Z
Today on our local tv channel they were playing how u like that🙃,Ugwi2tZY7PZnUpzeNBd4AaABAg,0,3,2020-07-06T03:47:09Z
I like it😍,Ugwl9RTuo1yJaZPNr-14AaABAg,0,3,2020-07-06T02:45:51Z
"100m in one day , can't we?",Ugwi0ZhmEdLZ2C5my454AaABAg,1,3,2020-06-26T19:53:17Z
OMG ağzım açık izledim resmen çok iyi olmuş,UgwLuEvBlV-EWwr3Sv94AaABAg,2,3,2020-06-26T19:53:36Z
"~ROSE BIAS~
    Chaelisa
    Chaennie
    Chaesoo",UgyNOPcGxO3M1ZKsDMt4AaABAg,1,3,2020-06-27T00:41:40Z
"Oh you’re back? Don’t worry, this isn’t my first time watching this either",UgxR9FA3Omu97kiFk5F4AaABAg,0,3,2020-07-06T02:08:48Z
"Rosé Queen =100%
Rosé Outfits =100%
Rosé Vocals =100%
Rosé Hair=100%
Rosé Make up =100%
Rosé Perfect =100%
Rosé Sexy =100%
Rosé Dance =100%
Rosé Song =100%
Rosé Beautiful =100%
Rosé Voice =100%
Rosé Visuals=100%
Rosé MV =100%
Rosé How you like that =100%
Rosé Blackpink =100%",Ugxa6Fb5OkFs9GPtVRx4AaABAg,0,3,2020-07-06T02:06:55Z
Now we have to wait another year for next comeback,UgzIoVmrxDVdHj_pV114AaABAg,1,3,2020-07-06T03:48:21Z
Top 2 trening .why,Ugwkt4Ib5KoSnS68j4p4AaABAg,0,3,2020-07-06T03:07:36Z
El comentario en español que buscabas♡,UgyL4Ypi0umStanJnR94AaABAg,0,3,2020-07-06T02:25:53Z
"""Look up in the sky, it's a bird, it's a plane. ""

Me: Uhm it's actually my wig-",Ugx7qi7OtpSI2hUFz054AaABAg,0,3,2020-06-27T11:45:24Z
I came here just want to say I love you to all the hot guy out there. Love you so much <3,UgxZMpzH0UlgotAZG8V4AaABAg,0,3,2020-06-26T19:52:44Z
"Efsanesiniz kızlarım
TURKISH BLINK",UgzoPgI0E6_xxdQPKe54AaABAg,0,3,2020-06-26T19:52:32Z
"Hello blinks.  I came and listened to this song and liked it.  I will listen again and again. Really good song da da da da. 
I'm an ahgase.  We have been steadily streaming for got7 for 2 months.  I have only one request from you.  If you haven't listened yet, listen to the song ""not by the moon"" and make a comment.  We need to  support each other. Love u guys. <3 ~~ green and pink hearts",UgxO9wrAKpLFu1Cifq14AaABAg,0,3,2020-07-06T02:41:16Z
I like this song so much,UgxrMmRwUxlFMK_cpIZ4AaABAg,0,3,2020-07-06T04:21:14Z
"Please love and protect our girls very beautifully <3
Why are you commenting badly on them?
You are jealous of them! :D LOL!
I LOVE YOU BLACKPINK
QUEEN BLACKPINK!
LOVE YOU JISOO JENNIE ROSE LISA  
Ha How you like that
<3",Ugx0LahNGzCzfZooemp4AaABAg,1,3,2020-06-27T11:42:51Z
"It just got perfect! It's BLACKPINK!!
Jennie's voice is wonderful! :)",UgwyAHzlkt4h_86naP54AaABAg,0,3,2020-06-26T11:46:14Z
2:53 EXCUSE ME MISS ROSÈ,Ugy54Vvi7Gxw-yNplIh4AaABAg,0,3,2020-06-27T11:43:22Z
ROSE İS SO BEAUTİFUL,UgwXHjEQMeQMCFlbH_14AaABAg,0,3,2020-06-26T19:54:49Z
"91.7M already, road to 100M How You Like That?",UgxV1xuNW6It1v54-Y94AaABAg,0,3,2020-06-27T11:43:23Z
This song just look like bts song cypher 4 😮,UgxYWMFhDSD6RMU9Ab54AaABAg,0,3,2020-07-06T02:13:57Z
"Any Turkish Blink here?
I'm here!",UgxP2gJLB3fTcH6jU7d4AaABAg,0,3,2020-06-26T19:53:25Z
SPAM ATMAYI KESİN KALDIRAMIYORSANIZ BİZENE,Ugzenr--yZ2h3pmIgFR4AaABAg,0,3,2020-06-27T11:42:49Z
OKAY TRENDING NOMOR SATU DI INDONESIA!!!! BLINK INDONESIA MANA SUARANYA!?,UgzNftCJvKYwAnVJqTp4AaABAg,0,3,2020-06-26T19:53:37Z
"Me encanto el vestuario, la letra, me encanto el maquillaje, el pelo, en fin me encanta todo de° BLACKPINK°, son hermosas <3",Ugzr-v6r_UBzEhAlUiV4AaABAg,1,3,2020-06-26T19:52:44Z
Lets give Blackpink a 100M views in 24 hours pls and im sure they will really like that and they deserve it!!!!,UgytQZIFqfc25wRNkFh4AaABAg,0,3,2020-06-26T19:52:58Z
Almost 50 million view that 10 hours,UgxDWuBMlPfeF8zThU54AaABAg,0,3,2020-06-26T19:55:39Z
"Hey blinks please make sure to take care of yourselves while str34ming 

Good luck let's make our girls proud",UgwQ8MU8wqica7DzXY94AaABAg,0,3,2020-06-26T19:53:47Z
"This is very Epic!!! 🤩 This M/V (HYLT) is still #1Trending in the Philippines 🇵🇭 
#BLACKPINK is the #REVOLUTION 🖤💖",UgyYIhJdnn-ajkraHLd4AaABAg,0,3,2020-07-06T02:21:11Z
I love Blackpink ❤️,Ugz1hQKIHs0ghyBjcFN4AaABAg,0,3,2020-07-06T02:27:54Z
"World record is 13 days 3 hours for 300 millions views.If you want to break the record work harder blinks.Now it's passed
8 days 5 hours and 10 minutes . Blinks fighting for our queens sorry may bad english",Ugxa4hWHq5UV8exzKeB4AaABAg,0,3,2020-07-06T02:08:22Z
"Usually my eyes are drawn to Lisa, her dance moves are just so effortless and badass, but man.... all 4 girls are just on point... I love how they all look like the baddest bitches but offstage they are so sweet, kind and shy 🖤💗",UgybgDarQ5fRQ-c_egt4AaABAg,0,3,2020-07-06T02:31:19Z
"Hey BLINKS some silly people commend like ""no one, literally no one..."" Please report them
Don't forget it ""BLINKS powerful than flamers""",UgxVDIkC7Rv8-b_nn3t4AaABAg,0,3,2020-06-26T19:52:25Z
Love BP,UgxKEms_-0yp8zQsrm14AaABAg,0,3,2020-07-06T02:26:15Z
Still number 1 Trending in the Philippines. ❤️❤️❤️,UgzgrnhqW3se1-J1oRh4AaABAg,0,3,2020-07-06T04:27:39Z
am i the only one thinking the visuals improved a lot with the new stylist?,Ugw2GWv4zqyfbEe6KHV4AaABAg,0,3,2020-07-06T04:00:30Z
Hay ❤️❤️❤️,Ugwm67qxsKmfka8cy6V4AaABAg,0,3,2020-07-06T02:57:07Z
stan blackpink till the death,Ugyh-uMTsCHmT7imNF94AaABAg,0,3,2020-07-06T02:57:55Z
Keep streaming guyssss,UgxUdEyHM90sxZg8REB4AaABAg,0,3,2020-07-06T01:12:39Z
the Queens are back blackpink is a revolution😏🖤💗,UgzPPqSZHHBuHDfW1y14AaABAg,0,3,2020-06-26T19:51:21Z
AYO INDONESIA BLINK NAIKIN JADI TRENDING 1 LAGI GAESS !!!!,UgwZh-0ZUWoNrQ1EFp14AaABAg,0,3,2020-07-06T03:08:37Z
"We have to recognize behind this k-pop girl group there is a big, brilliant and powerful marketing. They really are catching the attention world wide.",UgzJjf4v6YCDe-q8g-V4AaABAg,0,3,2020-07-06T04:28:57Z
Best girlsssss,UgwLMAm-Ne3yZmVxgUJ4AaABAg,0,3,2020-07-06T03:26:58Z
I found myself clicking this video again and again when I'm opening YouTube without my intention to. Did they hijacked my conscious mind🤣. But damn this song addictive,UgxA88F_Uz-OnKfbTH54AaABAg,1,3,2020-06-27T11:42:09Z
"The more you listen to this song, the more you like it. The first time when I heard it, it seemed normal to me. Now the lyric stuck to my head. It’s how K-pop works. 😂😂😂",UgwAx6Pgbnp0JasTBGZ4AaABAg,0,3,2020-07-06T01:01:51Z
OMG 😍😍,UgydnoKWnnUAwdLKPdF4AaABAg,0,3,2020-07-06T04:09:41Z
100M !!!! Fighting BLINKS!!!!,UgwxaJUOTIEYZDsjKpZ4AaABAg,0,3,2020-06-27T11:38:21Z
"2016: BOMBAYA, WHISTLE ,PLAYING WITH FIRE, STAY
2017:AS IF IT'S YOUR LAST
2018: DDU DU DDU
2019: LET'S KILL THIS LOVE
2020: HOW YOU LIKE THAT",Ugzv-wtxqwCho07B1ZJ4AaABAg,0,3,2020-07-06T01:25:41Z
After a week since release Perfect All Kill,UgwBqH-viZuHbE2qXid4AaABAg,0,3,2020-07-06T04:30:23Z
"I'm not a blink, but the dancebreak part is cool.",Ugz-A7x5no0UT-RX3SV4AaABAg,2,3,2020-06-26T19:51:09Z
like si estas satisfecho con encontrar un comentario en español y tambien porque te gusto la canción,Ugy92KfNFBFHovwEmrJ4AaABAg,0,3,2020-07-06T01:25:17Z
2 million comments you're lucky if you'll see mine,UgySDEguLAcjNR_WrqJ4AaABAg,0,3,2020-07-06T04:11:36Z
Am Lisa may favorite is black pink all forever 😍 😍 😍 ❤️ 💙,UgylfcxnGBwRxRGbsXh4AaABAg,0,3,2020-07-06T03:26:58Z
"Siento que esta vez resaltan todas por igual🤩❤
PD: Jennie Queen!💕",UgzEI4YWqP89Y21N2Fp4AaABAg,0,3,2020-07-06T00:43:09Z
Thanks antis for helping us with the views ^_^,UgwU6gQ1pngIFfDTenp4AaABAg,0,3,2020-06-26T19:54:03Z
HYLT still trending #1 in the Philippines since its release. 10 days trending #1 in the Philippines 🇵🇭,UgzUCC4cNRO1Pnw3GM94AaABAg,0,3,2020-07-06T01:18:47Z
"No one:

Me rewatching this 20 times",UgzY3bODx6Zz0pQP_BZ4AaABAg,0,3,2020-07-06T00:47:31Z
Let's go guys goal 100m in 1 day😘🥰,UgzanutluQyPG5_A3Bd4AaABAg,1,3,2020-06-27T11:42:58Z
HYLT : a bop,UgxTXrWZ-Bl-Yrxg_aJ4AaABAg,0,3,2020-06-26T19:54:38Z
100M views is coming guys 😍😍😍😍,UgzsGaN_LEYl9P59GDh4AaABAg,0,3,2020-06-27T11:41:46Z
Forget the haters,UgyD9OdolEQw0ilLWr54AaABAg,0,3,2020-07-06T01:05:06Z
Trending #2 in US LET'S GO GIRLS!!!!,UgzZe_RYZloLGnYd9Sx4AaABAg,0,3,2020-06-26T19:51:20Z
My favorite music video of Blackpink is How you like that :)) What about you ?,UgxnacrJt0iic-MN5O94AaABAg,2,3,2020-07-06T02:54:35Z
who want blackpink comeback again😂,Ugx0Yz7sP5Y0u4mXiUJ4AaABAg,2,3,2020-07-06T03:50:16Z
"i like how all of them slayed here
like bruh!",UgyCDtoxPKbujVtE_v14AaABAg,0,3,2020-06-26T19:51:10Z
HOW YOU LIKE THAT.,UgwlW7HbV2buTt0zIsl4AaABAg,0,3,2020-07-06T02:57:06Z
they so skinny im scared,Ugwdwv__-Pp0qexAJsZ4AaABAg,0,3,2020-06-27T11:43:05Z
Akita su comentario en español :v,UgybmwQy1Mi0p5hz2T54AaABAg,0,3,2020-07-06T02:59:33Z
"I'm not a blink, i'm an A.R.M.Y😘





But i dont know, why i love this song to much :V
 BTW: Indonesian here🤗🤗",UgxVUCQIXLB-z_GAUIl4AaABAg,1,3,2020-06-27T11:36:28Z
Who is reading this have a blessed day and stay safe💕💕,Ugxkk7EWLpGIK6dfE954AaABAg,0,3,2020-07-06T02:53:32Z
“Look at you now look at me“ this is so iconic,Ugxe7HQb79qKe1zUe4F4AaABAg,0,3,2020-06-26T11:45:53Z
masterpiece of music!,UgxCTK4LSP9NXTh4MYJ4AaABAg,0,2,2020-07-06T02:24:16Z
How u like that?,UgzCzBzfjVWjUBTwGCx4AaABAg,0,2,2020-07-06T01:27:20Z
"Blink, don't forget to vote Blackpink on Billboard.. Now we got 31,13% and still have big gap with the other. Keep streaming and voting~ <3",Ugwvy-kFAbc_Imy9HC54AaABAg,0,2,2020-06-27T11:39:13Z
They drop the dance performance..let's go,Ugx-ryQALVZKpqiMQet4AaABAg,0,2,2020-07-06T02:17:14Z
"How thinks that it will pass despacito in views 🤔??
Who agree..make like👍👍👍",UgyO70bCVIzOZhAiY6J4AaABAg,0,2,2020-06-26T19:52:31Z
Like the head dance moves very much 😂😂😂,Ugx7hyS8hRR9bTP0CiR4AaABAg,0,2,2020-07-06T02:18:13Z
QUEENS OF K-POP ;),Ugyf7gbPEHW6K6NDkvV4AaABAg,0,2,2020-06-26T19:51:28Z
I wonder how the raw video looks like.,Ugx07HF1vp0rWqZDmN54AaABAg,0,2,2020-07-06T03:08:19Z
"In this group,i more like lisa.",UgzSAG6P5Id6nQN87P14AaABAg,0,2,2020-07-06T03:09:56Z
"Look up in thr sky, It's a Bird its a Plane.. Dumdumdum",Ugwj2gwmCARqYFobEYB4AaABAg,0,2,2020-07-06T02:17:02Z
50 MILLION VIEWS in just one day!!!!BLINKS ARE LIT,Ugxr0PdLp_1Gz-0JAGR4AaABAg,0,2,2020-06-27T09:15:37Z
MAMATAY NA SANA YUNG MGA NAG DISLIKE😏,UgzNODdspo0wZxQ-LNN4AaABAg,0,2,2020-07-06T03:09:50Z
33+ million views in 7 hours! I love it!,UgzizPFrU2OGqBN7kmJ4AaABAg,1,2,2020-06-26T19:51:33Z
their vocals 🥺🥰,UgyPtQTw9sTI6roOy714AaABAg,0,2,2020-06-27T11:36:57Z
Imma just comment a random word and see how many likes it gets.                                *Potato*,UgxJ9U0XKrvYk_EkfGF4AaABAg,0,2,2020-06-27T11:37:09Z
OMG! I'm fell in love with jennie's vocal,Ugx4q-KYSX35lHW_m4J4AaABAg,1,2,2020-06-27T10:28:00Z
Rose parts are the best 💞,UgyNPekKk_xWtOVU0yx4AaABAg,0,2,2020-07-06T02:02:34Z
Oh jeez the QUEENS are back w/ pretty hair🤦‍♀,UgwzP1x8ZDPpVbxfK_54AaABAg,0,2,2020-06-27T11:39:19Z
"The song is amazing but I wished that 
Jisoo said Blackpink in your area 
Lisa had a dance break 
Jennie did fast rapping 
And Rosé got to do high notes",UgzXctM5dFAiaDC80wd4AaABAg,0,2,2020-06-27T11:36:35Z
Keep streaaaaamiiiiiiiiingggggggg!!!!!!!,Ugz2R4SwAj76s37yynl4AaABAg,0,2,2020-07-06T02:10:22Z
its cool ❤,UgwabaN7cKLHckBA_It4AaABAg,0,2,2020-07-06T02:14:48Z
BLACKPINK coming in hard with them vocals 🖤💖,Ugz3VQaH6BFQzBXplAx4AaABAg,0,2,2020-06-27T11:39:18Z
Rosé 💜💜,Ugxe2GKEHsnKyPqWy_V4AaABAg,0,2,2020-07-06T02:09:25Z
Let's get 500 millions vi3ws before the second track mv,UgywTmOVYODeiXyMTO14AaABAg,0,2,2020-06-26T19:52:24Z
Daaaamn you guys are about to reach 50M in less than 12 hours:0Congrats!!!,UgzXTCx2QV5SiJoWJZJ4AaABAg,1,2,2020-06-26T19:51:10Z
This song is the best for shower like you're going crazy when you're taking a shower,UgwHAEGyzr7qinvxnFB4AaABAg,0,2,2020-07-06T04:35:48Z
"Lisa Queen =100%
Lisa Outfits =100%
Lisa Vocals =100%
Lisa Hair =100%
Lisa Hot =100%
Liaa Short =100%
Lisa Bangs =100%
Lisa Dance =100%
Lisa Raps =100%
Lisa Perfect =100%
Lisa Sexy =100%
Lisa Make up =100%
Lisa Song =100%
Lisa Beautiful =100%
Lisa Voice =100%
Lisa Visuals =100%
Lisa MV =100%
Lisa How you like that =100%
Lisa Blackpink =100%",Ugzv6x5118FKwIwlOJJ4AaABAg,0,2,2020-07-06T02:06:32Z
